lambda       C_ext/H       K_abs
(micron)     (cm^2/H)     (cm^2/g)
---------    ---------    --line-------
4.169E+03    2.410E-27    1.340E-01
4.193E+03    2.399E-27    1.334E-01
4.217E+03    2.389E-27    1.328E-01
4.241E+03    2.378E-27    1.322E-01
4.266E+03    2.367E-27    1.316E-01
4.290E+03    2.357E-27    1.311E-01
4.315E+03    2.346E-27    1.305E-01
4.340E+03    2.336E-27    1.299E-01
4.365E+03    2.326E-27    1.293E-01
4.390E+03    2.315E-27    1.288E-01
4.416E+03    2.305E-27    1.282E-01
4.441E+03    2.295E-27    1.276E-01
4.467E+03    2.285E-27    1.270E-01
4.493E+03    2.275E-27    1.265E-01
4.519E+03    2.264E-27    1.259E-01
4.545E+03    2.254E-27    1.254E-01
4.571E+03    2.244E-27    1.248E-01
4.597E+03    2.234E-27    1.243E-01
4.624E+03    2.225E-27    1.237E-01
4.651E+03    2.215E-27    1.232E-01
4.677E+03    2.205E-27    1.226E-01
4.704E+03    2.195E-27    1.221E-01
4.732E+03    2.185E-27    1.215E-01
4.759E+03    2.176E-27    1.210E-01
4.786E+03    2.166E-27    1.204E-01
4.814E+03    2.156E-27    1.199E-01
4.842E+03    2.147E-27    1.194E-01
4.870E+03    2.137E-27    1.188E-01
4.898E+03    2.128E-27    1.183E-01
4.926E+03    2.118E-27    1.178E-01
4.955E+03    2.109E-27    1.173E-01
4.983E+03    2.099E-27    1.167E-01
5.012E+03    2.090E-27    1.162E-01
5.041E+03    2.081E-27    1.157E-01
5.070E+03    2.072E-27    1.152E-01
5.099E+03    2.062E-27    1.147E-01
5.129E+03    2.053E-27    1.142E-01
5.158E+03    2.044E-27    1.137E-01
5.188E+03    2.035E-27    1.132E-01
5.218E+03    2.026E-27    1.126E-01
5.248E+03    2.017E-27    1.121E-01
5.278E+03    2.008E-27    1.116E-01
5.309E+03    1.999E-27    1.111E-01
5.339E+03    1.990E-27    1.106E-01
5.370E+03    1.981E-27    1.101E-01
5.401E+03    1.972E-27    1.097E-01
5.433E+03    1.963E-27    1.092E-01
5.464E+03    1.954E-27    1.087E-01
5.495E+03    1.945E-27    1.082E-01
5.527E+03    1.937E-27    1.077E-01
5.559E+03    1.928E-27    1.072E-01
5.591E+03    1.919E-27    1.067E-01
5.623E+03    1.911E-27    1.063E-01
5.656E+03    1.902E-27    1.058E-01
5.689E+03    1.894E-27    1.053E-01
5.721E+03    1.885E-27    1.048E-01
5.754E+03    1.876E-27    1.043E-01
5.788E+03    1.868E-27    1.039E-01
5.821E+03    1.860E-27    1.034E-01
5.855E+03    1.851E-27    1.029E-01
5.888E+03    1.843E-27    1.025E-01
5.922E+03    1.834E-27    1.020E-01
5.957E+03    1.826E-27    1.015E-01
5.991E+03    1.818E-27    1.011E-01
6.026E+03    1.809E-27    1.006E-01
6.060E+03    1.801E-27    1.002E-01
6.095E+03    1.793E-27    9.971E-02
6.131E+03    1.785E-27    9.925E-02
6.166E+03    1.777E-27    9.880E-02
6.202E+03    1.769E-27    9.835E-02
6.237E+03    1.761E-27    9.790E-02
6.273E+03    1.752E-27    9.745E-02
6.310E+03    1.744E-27    9.700E-02
6.346E+03    1.736E-27    9.656E-02
6.383E+03    1.728E-27    9.611E-02
6.419E+03    1.720E-27    9.567E-02
6.457E+03    1.713E-27    9.523E-02
6.494E+03    1.705E-27    9.479E-02
6.531E+03    1.697E-27    9.435E-02
6.569E+03    1.689E-27    9.392E-02
6.607E+03    1.681E-27    9.348E-02
6.645E+03    1.673E-27    9.305E-02
6.683E+03    1.666E-27    9.262E-02
6.722E+03    1.658E-27    9.219E-02
6.761E+03    1.650E-27    9.176E-02
6.800E+03    1.642E-27    9.133E-02
6.839E+03    1.635E-27    9.091E-02
6.879E+03    1.627E-27    9.048E-02
6.918E+03    1.620E-27    9.006E-02
6.958E+03    1.612E-27    8.964E-02
6.998E+03    1.604E-27    8.922E-02
7.039E+03    1.597E-27    8.880E-02
7.079E+03    1.589E-27    8.839E-02
7.120E+03    1.582E-27    8.797E-02
7.161E+03    1.575E-27    8.756E-02
7.203E+03    1.567E-27    8.715E-02
7.244E+03    1.560E-27    8.673E-02
7.286E+03    1.552E-27    8.633E-02
7.328E+03    1.545E-27    8.592E-02
7.371E+03    1.538E-27    8.551E-02
7.413E+03    1.530E-27    8.511E-02
7.456E+03    1.523E-27    8.470E-02
7.499E+03    1.516E-27    8.430E-02
7.542E+03    1.509E-27    8.390E-02
7.586E+03    1.502E-27    8.350E-02
7.630E+03    1.494E-27    8.310E-02
7.674E+03    1.487E-27    8.270E-02
7.718E+03    1.480E-27    8.231E-02
7.762E+03    1.473E-27    8.191E-02
7.807E+03    1.466E-27    8.152E-02
7.852E+03    1.459E-27    8.113E-02
7.898E+03    1.452E-27    8.074E-02
7.943E+03    1.445E-27    8.035E-02
7.989E+03    1.438E-27    7.996E-02
8.035E+03    1.431E-27    7.957E-02
8.082E+03    1.424E-27    7.919E-02
8.128E+03    1.417E-27    7.880E-02
8.175E+03    1.410E-27    7.842E-02
8.222E+03    1.403E-27    7.804E-02
8.270E+03    1.397E-27    7.766E-02
8.318E+03    1.390E-27    7.728E-02
8.366E+03    1.383E-27    7.690E-02
8.414E+03    1.376E-27    7.653E-02
8.463E+03    1.369E-27    7.615E-02
8.511E+03    1.363E-27    7.578E-02
8.561E+03    1.356E-27    7.541E-02
8.610E+03    1.349E-27    7.503E-02
8.660E+03    1.343E-27    7.466E-02
8.710E+03    1.336E-27    7.430E-02
8.760E+03    1.329E-27    7.393E-02
8.810E+03    1.323E-27    7.356E-02
8.861E+03    1.316E-27    7.320E-02
8.913E+03    1.310E-27    7.283E-02
8.964E+03    1.303E-27    7.247E-02
9.016E+03    1.297E-27    7.211E-02
9.068E+03    1.290E-27    7.175E-02
9.120E+03    1.284E-27    7.139E-02
9.173E+03    1.277E-27    7.103E-02
9.226E+03    1.271E-27    7.067E-02
9.279E+03    1.264E-27    7.032E-02
9.333E+03    1.258E-27    6.996E-02
9.386E+03    1.252E-27    6.961E-02
9.441E+03    1.245E-27    6.925E-02
9.495E+03    1.239E-27    6.890E-02
9.550E+03    1.233E-27    6.855E-02
9.605E+03    1.227E-27    6.820E-02
9.661E+03    1.220E-27    6.786E-02
9.716E+03    1.214E-27    6.751E-02
9.772E+03    1.208E-27    6.716E-02
9.829E+03    1.202E-27    6.682E-02
9.886E+03    1.195E-27    6.648E-02
9.943E+03    1.189E-27    6.613E-02
1.000E+04    1.183E-27    6.579E-02

